"","country.code","country.name","year","pov","income","reg","edu.total","hlth","mil","fdi","lbr.part","unemp","pop.gwth.total","pop.gwth.rural","pop.gwth.urban","gdp.dflt","gcf","trade","gdp.pc","lfdi","lgdp.dflt","lgdp.pc"
"846","IDN","Indonesia",2018,5.4,"LM","East Asia & Pacific",3,2.86757827,0.725001628386087,18909826043.5105,67.6500015258789,4.3899998664856,1.13450697951891,-0.345256883092995,2.34560697392157,3.81832356943335,34.5705858319707,43.0743089551995,3893.85957814877,23.6629475203947,1.33981147012365,8.26715612420046
"847","IDN","Indonesia",2019,4.4,"UM","East Asia & Pacific",2.84185004234314,2.90493584,0.804335324326093,24993551748.0098,68.2399978637695,3.58999991416931,1.09792643725552,-0.390431636388131,2.28381798088284,1.59848849984144,33.7801423773992,37.6277775357108,4135.23334351202,23.9418836984653,0.469058495148082,8.32729903718653
"848","IDN","Indonesia",2020,3.8,"LM","East Asia & Pacific",NA,NA,0.860574024320101,19175077747.8077,67.4000015258789,4.25,1.06517898587775,-0.436439683580507,2.23010935628228,-0.436578122542599,32.3545906097835,32.9755955724898,3870.55761979249,23.676877238836,NA,8.26115386344585
"849","IDN","Indonesia",2021,3.5,"LM","East Asia & Pacific",NA,NA,NA,NA,65.870002746582,3.82999992370605,1.03228496581837,-0.47583581372456,2.17158324027717,6.01527434702514,31.4599211451255,40.4227677321606,4291.81255449121,NA,1.79430195886451,8.36446442956557
"850","IND","India",1977,63.1,NA,"South Asia",NA,NA,3.16277193712918,-36060000,NA,NA,2.29129960804159,1.84471325432887,3.8884777174702,5.63722933776643,21.0956125472848,12.6481011375529,186.213504181997,NA,1.72939269263702,5.22689388735813
"851","IND","India",1983,56.3,NA,"South Asia",NA,NA,3.3230686597074,5639999.9,NA,NA,2.32038836842355,2.01607391806352,3.29670394850303,8.55285960224113,21.039572118499,13.6905938868802,291.23811013314,15.5453946057437,2.14626568343307,5.6741411804694
"852","IND","India",1987,50.6,"L","South Asia",NA,NA,4.2313175270108,212319999.9,NA,NA,2.18388290218926,1.86779682773571,3.14729698023412,9.32789330598244,25.8271313054095,12.5848140356758,340.416834519514,19.1736051280772,2.23300919150482,5.83017085058656
"853","IND","India",1993,47.6,"L","South Asia",NA,NA,2.82354224568723,550370024.929383,NA,NA,1.97063498652535,1.69057391986701,2.76412261917481,9.86178285277913,22.7164105117945,19.6515397864684,301.159002272177,20.1261013825796,2.28866696898105,5.70763837202709
"854","IND","India",2004,39.9,"L","South Asia",3.35254001617432,3.95739222,2.82875224798105,5429250989.85717,NA,NA,1.61530829494259,1.15082755648291,2.76712613245659,5.72541322746282,35.0964917014107,37.503814059447,627.774241726543,22.4150670221249,1.74491472630498,6.44218061414042
"855","IND","India",2009,32.9,"LM","South Asia",3.27824997901917,3.48537874,3.12938717929943,35581372929.6642,NA,NA,1.41058271379931,0.920523000240269,2.53169655052216,7.04036543496747,39.2567917555943,46.2728696431018,1101.96083821252,24.2950881055578,1.95166007719882,7.00484645206917
